area_code,area,com_code,item,subcom_code,subitem,source_code,source,unit,cf,cf_type,description,literature
58,Ecuador,c05,"Sawnwood, non-coniferous all","","",c02,"Industrial roundwood, non-coniferous",kg/m3,,cf_shipping_weight,average sawnwood shipping weight,
59,Egypt,c05,"Sawnwood, non-coniferous all","","",c02,"Industrial roundwood, non-coniferous",kg/m3,,cf_shipping_weight,average sawnwood shipping weight,
60,El Salvador,c05,"Sawnwood, non-coniferous all","","",c02,"Industrial roundwood, non-coniferous",kg/m3,,cf_shipping_weight,average sawnwood shipping weight,
61,Equatorial Guinea,c05,"Sawnwood, non-coniferous all","","",c02,"Industrial roundwood, non-coniferous",kg/m3,,cf_shipping_weight,average sawnwood shipping weight,
63,Estonia,c05,"Sawnwood, non-coniferous all","","",c02,"Industrial roundwood, non-coniferous",kg/m3,,cf_shipping_weight,average sawnwood shipping weight,
64,Faroe Islands,c05,"Sawnwood, non-coniferous all","","",c02,"Industrial roundwood, non-coniferous",kg/m3,,cf_shipping_weight,average sawnwood shipping weight,
65,Falkland Islands (Malvinas),c05,"Sawnwood, non-coniferous all","","",c02,"Industrial roundwood, non-coniferous",kg/m3,,cf_shipping_weight,average sawnwood shipping weight,
66,Fiji,c05,"Sawnwood, non-coniferous all","","",c02,"Industrial roundwood, non-coniferous",kg/m3,,cf_shipping_weight,average sawnwood shipping weight,
67,Finland,c05,"Sawnwood, non-coniferous all","","",c02,"Industrial roundwood, non-coniferous",kg/m3,,cf_shipping_weight,average sawnwood shipping weight,
68,France,c05,"Sawnwood, non-coniferous all","","",c02,"Industrial roundwood, non-coniferous",kg/m3,,cf_shipping_weight,average sawnwood shipping weight,
69,French Guyana,c05,"Sawnwood, non-coniferous all","","",c02,"Industrial roundwood, non-coniferous",kg/m3,,cf_shipping_weight,average sawnwood shipping weight,
70,French Polynesia,c05,"Sawnwood, non-coniferous all","","",c02,"Industrial roundwood, non-coniferous",kg/m3,,cf_shipping_weight,average sawnwood shipping weight,
72,Djibouti,c05,"Sawnwood, non-coniferous all","","",c02,"Industrial roundwood, non-coniferous",kg/m3,,cf_shipping_weight,average sawnwood shipping weight,
73,Georgia,c05,"Sawnwood, non-coniferous all","","",c02,"Industrial roundwood, non-coniferous",kg/m3,,cf_shipping_weight,average sawnwood shipping weight,
74,Gabon,c05,"Sawnwood, non-coniferous all","","",c02,"Industrial roundwood, non-coniferous",kg/m3,,cf_shipping_weight,average sawnwood shipping weight,
75,Gambia,c05,"Sawnwood, non-coniferous all","","",c02,"Industrial roundwood, non-coniferous",kg/m3,,cf_shipping_weight,average sawnwood shipping weight,
79,Germany,c05,"Sawnwood, non-coniferous all","","",c02,"Industrial roundwood, non-coniferous",kg/m3,,cf_shipping_weight,average sawnwood shipping weight,
80,Bosnia and Herzegovina,c05,"Sawnwood, non-coniferous all","","",c02,"Industrial roundwood, non-coniferous",kg/m3,,cf_shipping_weight,average sawnwood shipping weight,
81,Ghana,c05,"Sawnwood, non-coniferous all","","",c02,"Industrial roundwood, non-coniferous",kg/m3,,cf_shipping_weight,average sawnwood shipping weight,
82,Gibraltar,c05,"Sawnwood, non-coniferous all","","",c02,"Industrial roundwood, non-coniferous",kg/m3,,cf_shipping_weight,average sawnwood shipping weight,
83,Kiribati,c05,"Sawnwood, non-coniferous all","","",c02,"Industrial roundwood, non-coniferous",kg/m3,,cf_shipping_weight,average sawnwood shipping weight,
84,Greece,c05,"Sawnwood, non-coniferous all","","",c02,"Industrial roundwood, non-coniferous",kg/m3,,cf_shipping_weight,average sawnwood shipping weight,
87,Guadeloupe,c05,"Sawnwood, non-coniferous all","","",c02,"Industrial roundwood, non-coniferous",kg/m3,,cf_shipping_weight,average sawnwood shipping weight,
89,Guatemala,c05,"Sawnwood, non-coniferous all","","",c02,"Industrial roundwood, non-coniferous",kg/m3,,cf_shipping_weight,average sawnwood shipping weight,
90,Guinea,c05,"Sawnwood, non-coniferous all","","",c02,"Industrial roundwood, non-coniferous",kg/m3,,cf_shipping_weight,average sawnwood shipping weight,
91,Guyana,c05,"Sawnwood, non-coniferous all","","",c02,"Industrial roundwood, non-coniferous",kg/m3,,cf_shipping_weight,average sawnwood shipping weight,
93,Haiti,c05,"Sawnwood, non-coniferous all","","",c02,"Industrial roundwood, non-coniferous",kg/m3,,cf_shipping_weight,average sawnwood shipping weight,
95,Honduras,c05,"Sawnwood, non-coniferous all","","",c02,"Industrial roundwood, non-coniferous",kg/m3,,cf_shipping_weight,average sawnwood shipping weight,
96,"China, Hong Kong SAR",c05,"Sawnwood, non-coniferous all","","",c02,"Industrial roundwood, non-coniferous",kg/m3,,cf_shipping_weight,average sawnwood shipping weight,
97,Hungary,c05,"Sawnwood, non-coniferous all","","",c02,"Industrial roundwood, non-coniferous",kg/m3,,cf_shipping_weight,average sawnwood shipping weight,
98,Croatia,c05,"Sawnwood, non-coniferous all","","",c02,"Industrial roundwood, non-coniferous",kg/m3,,cf_shipping_weight,average sawnwood shipping weight,
99,Iceland,c05,"Sawnwood, non-coniferous all","","",c02,"Industrial roundwood, non-coniferous",kg/m3,,cf_shipping_weight,average sawnwood shipping weight,
100,India,c05,"Sawnwood, non-coniferous all","","",c02,"Industrial roundwood, non-coniferous",kg/m3,,cf_shipping_weight,average sawnwood shipping weight,
101,Indonesia,c05,"Sawnwood, non-coniferous all","","",c02,"Industrial roundwood, non-coniferous",kg/m3,670,cf_shipping_weight,average sawnwood shipping weight,"FAO, ITTO and United Nations (2020)"
102,Iran (Islamic Republic of),c05,"Sawnwood, non-coniferous all","","",c02,"Industrial roundwood, non-coniferous",kg/m3,,cf_shipping_weight,average sawnwood shipping weight,
103,Iraq,c05,"Sawnwood, non-coniferous all","","",c02,"Industrial roundwood, non-coniferous",kg/m3,,cf_shipping_weight,average sawnwood shipping weight,
104,Ireland,c05,"Sawnwood, non-coniferous all","","",c02,"Industrial roundwood, non-coniferous",kg/m3,,cf_shipping_weight,average sawnwood shipping weight,
105,Israel,c05,"Sawnwood, non-coniferous all","","",c02,"Industrial roundwood, non-coniferous",kg/m3,,cf_shipping_weight,average sawnwood shipping weight,
106,Italy,c05,"Sawnwood, non-coniferous all","","",c02,"Industrial roundwood, non-coniferous",kg/m3,,cf_shipping_weight,average sawnwood shipping weight,
107,Cote d'Ivoire,c05,"Sawnwood, non-coniferous all","","",c02,"Industrial roundwood, non-coniferous",kg/m3,,cf_shipping_weight,average sawnwood shipping weight,
108,Kazakhstan,c05,"Sawnwood, non-coniferous all","","",c02,"Industrial roundwood, non-coniferous",kg/m3,,cf_shipping_weight,average sawnwood shipping weight,
109,Jamaica,c05,"Sawnwood, non-coniferous all","","",c02,"Industrial roundwood, non-coniferous",kg/m3,,cf_shipping_weight,average sawnwood shipping weight,
110,Japan,c05,"Sawnwood, non-coniferous all","","",c02,"Industrial roundwood, non-coniferous",kg/m3,,cf_shipping_weight,average sawnwood shipping weight,
112,Jordan,c05,"Sawnwood, non-coniferous all","","",c02,"Industrial roundwood, non-coniferous",kg/m3,,cf_shipping_weight,average sawnwood shipping weight,
113,Kyrgyzstan,c05,"Sawnwood, non-coniferous all","","",c02,"Industrial roundwood, non-coniferous",kg/m3,,cf_shipping_weight,average sawnwood shipping weight,
114,Kenya,c05,"Sawnwood, non-coniferous all","","",c02,"Industrial roundwood, non-coniferous",kg/m3,,cf_shipping_weight,average sawnwood shipping weight,
115,Cambodia,c05,"Sawnwood, non-coniferous all","","",c02,"Industrial roundwood, non-coniferous",kg/m3,,cf_shipping_weight,average sawnwood shipping weight,
116,Democratic People's Republic of Korea,c05,"Sawnwood, non-coniferous all","","",c02,"Industrial roundwood, non-coniferous",kg/m3,,cf_shipping_weight,average sawnwood shipping weight,
117,Republic of Korea,c05,"Sawnwood, non-coniferous all","","",c02,"Industrial roundwood, non-coniferous",kg/m3,,cf_shipping_weight,average sawnwood shipping weight,
118,Kuwait,c05,"Sawnwood, non-coniferous all","","",c02,"Industrial roundwood, non-coniferous",kg/m3,,cf_shipping_weight,average sawnwood shipping weight,
119,Latvia,c05,"Sawnwood, non-coniferous all","","",c02,"Industrial roundwood, non-coniferous",kg/m3,,cf_shipping_weight,average sawnwood shipping weight,
120,Lao People's Democratic Republic,c05,"Sawnwood, non-coniferous all","","",c02,"Industrial roundwood, non-coniferous",kg/m3,,cf_shipping_weight,average sawnwood shipping weight,
121,Lebanon,c05,"Sawnwood, non-coniferous all","","",c02,"Industrial roundwood, non-coniferous",kg/m3,,cf_shipping_weight,average sawnwood shipping weight,
122,Lesotho,c05,"Sawnwood, non-coniferous all","","",c02,"Industrial roundwood, non-coniferous",kg/m3,,cf_shipping_weight,average sawnwood shipping weight,
123,Liberia,c05,"Sawnwood, non-coniferous all","","",c02,"Industrial roundwood, non-coniferous",kg/m3,,cf_shipping_weight,average sawnwood shipping weight,
124,Libya,c05,"Sawnwood, non-coniferous all","","",c02,"Industrial roundwood, non-coniferous",kg/m3,,cf_shipping_weight,average sawnwood shipping weight,
125,Liechtenstein,c05,"Sawnwood, non-coniferous all","","",c02,"Industrial roundwood, non-coniferous",kg/m3,,cf_shipping_weight,average sawnwood shipping weight,
126,Lithuania,c05,"Sawnwood, non-coniferous all","","",c02,"Industrial roundwood, non-coniferous",kg/m3,538,cf_shipping_weight,average sawnwood shipping weight,"FAO, ITTO and United Nations (2020)"
128,"China, Macao SAR",c05,"Sawnwood, non-coniferous all","","",c02,"Industrial roundwood, non-coniferous",kg/m3,,cf_shipping_weight,average sawnwood shipping weight,
129,Madagascar,c05,"Sawnwood, non-coniferous all","","",c02,"Industrial roundwood, non-coniferous",kg/m3,,cf_shipping_weight,average sawnwood shipping weight,
130,Malawi,c05,"Sawnwood, non-coniferous all","","",c02,"Industrial roundwood, non-coniferous",kg/m3,,cf_shipping_weight,average sawnwood shipping weight,
131,Malaysia,c05,"Sawnwood, non-coniferous all","","",c02,"Industrial roundwood, non-coniferous",kg/m3,800,cf_shipping_weight,average sawnwood shipping weight,"FAO, ITTO and United Nations (2020)"
132,Maldives,c05,"Sawnwood, non-coniferous all","","",c02,"Industrial roundwood, non-coniferous",kg/m3,,cf_shipping_weight,average sawnwood shipping weight,
133,Mali,c05,"Sawnwood, non-coniferous all","","",c02,"Industrial roundwood, non-coniferous",kg/m3,,cf_shipping_weight,average sawnwood shipping weight,
134,Malta,c05,"Sawnwood, non-coniferous all","","",c02,"Industrial roundwood, non-coniferous",kg/m3,,cf_shipping_weight,average sawnwood shipping weight,
135,Martinique,c05,"Sawnwood, non-coniferous all","","",c02,"Industrial roundwood, non-coniferous",kg/m3,,cf_shipping_weight,average sawnwood shipping weight,
136,Mauritania,c05,"Sawnwood, non-coniferous all","","",c02,"Industrial roundwood, non-coniferous",kg/m3,,cf_shipping_weight,average sawnwood shipping weight,
137,Mauritius,c05,"Sawnwood, non-coniferous all","","",c02,"Industrial roundwood, non-coniferous",kg/m3,,cf_shipping_weight,average sawnwood shipping weight,
138,Mexico,c05,"Sawnwood, non-coniferous all","","",c02,"Industrial roundwood, non-coniferous",kg/m3,,cf_shipping_weight,average sawnwood shipping weight,
141,Mongolia,c05,"Sawnwood, non-coniferous all","","",c02,"Industrial roundwood, non-coniferous",kg/m3,,cf_shipping_weight,average sawnwood shipping weight,
143,Morocco,c05,"Sawnwood, non-coniferous all","","",c02,"Industrial roundwood, non-coniferous",kg/m3,,cf_shipping_weight,average sawnwood shipping weight,
144,Mozambique,c05,"Sawnwood, non-coniferous all","","",c02,"Industrial roundwood, non-coniferous",kg/m3,,cf_shipping_weight,average sawnwood shipping weight,
145,Micronesia (Federated States of),c05,"Sawnwood, non-coniferous all","","",c02,"Industrial roundwood, non-coniferous",kg/m3,,cf_shipping_weight,average sawnwood shipping weight,
146,Republic of Moldova,c05,"Sawnwood, non-coniferous all","","",c02,"Industrial roundwood, non-coniferous",kg/m3,,cf_shipping_weight,average sawnwood shipping weight,
147,Namibia,c05,"Sawnwood, non-coniferous all","","",c02,"Industrial roundwood, non-coniferous",kg/m3,,cf_shipping_weight,average sawnwood shipping weight,
149,Nepal,c05,"Sawnwood, non-coniferous all","","",c02,"Industrial roundwood, non-coniferous",kg/m3,,cf_shipping_weight,average sawnwood shipping weight,
150,Netherlands,c05,"Sawnwood, non-coniferous all","","",c02,"Industrial roundwood, non-coniferous",kg/m3,,cf_shipping_weight,average sawnwood shipping weight,
151,Netherlands Antilles,c05,"Sawnwood, non-coniferous all","","",c02,"Industrial roundwood, non-coniferous",kg/m3,,cf_shipping_weight,average sawnwood shipping weight,
153,New Caledonia,c05,"Sawnwood, non-coniferous all","","",c02,"Industrial roundwood, non-coniferous",kg/m3,,cf_shipping_weight,average sawnwood shipping weight,
154,North Macedonia,c05,"Sawnwood, non-coniferous all","","",c02,"Industrial roundwood, non-coniferous",kg/m3,,cf_shipping_weight,average sawnwood shipping weight,
155,Vanuatu,c05,"Sawnwood, non-coniferous all","","",c02,"Industrial roundwood, non-coniferous",kg/m3,,cf_shipping_weight,average sawnwood shipping weight,
156,New Zealand,c05,"Sawnwood, non-coniferous all","","",c02,"Industrial roundwood, non-coniferous",kg/m3,,cf_shipping_weight,average sawnwood shipping weight,
157,Nicaragua,c05,"Sawnwood, non-coniferous all","","",c02,"Industrial roundwood, non-coniferous",kg/m3,,cf_shipping_weight,average sawnwood shipping weight,
158,Niger,c05,"Sawnwood, non-coniferous all","","",c02,"Industrial roundwood, non-coniferous",kg/m3,,cf_shipping_weight,average sawnwood shipping weight,
159,Nigeria,c05,"Sawnwood, non-coniferous all","","",c02,"Industrial roundwood, non-coniferous",kg/m3,,cf_shipping_weight,average sawnwood shipping weight,
160,Niue,c05,"Sawnwood, non-coniferous all","","",c02,"Industrial roundwood, non-coniferous",kg/m3,,cf_shipping_weight,average sawnwood shipping weight,
161,Norfolk Island,c05,"Sawnwood, non-coniferous all","","",c02,"Industrial roundwood, non-coniferous",kg/m3,,cf_shipping_weight,average sawnwood shipping weight,
162,Norway,c05,"Sawnwood, non-coniferous all","","",c02,"Industrial roundwood, non-coniferous",kg/m3,550,cf_shipping_weight,average sawnwood shipping weight,"FAO, ITTO and United Nations (2020)"
165,Pakistan,c05,"Sawnwood, non-coniferous all","","",c02,"Industrial roundwood, non-coniferous",kg/m3,,cf_shipping_weight,average sawnwood shipping weight,
166,Panama,c05,"Sawnwood, non-coniferous all","","",c02,"Industrial roundwood, non-coniferous",kg/m3,,cf_shipping_weight,average sawnwood shipping weight,
167,Czechia,c05,"Sawnwood, non-coniferous all","","",c02,"Industrial roundwood, non-coniferous",kg/m3,,cf_shipping_weight,average sawnwood shipping weight,
168,Papua New Guinea,c05,"Sawnwood, non-coniferous all","","",c02,"Industrial roundwood, non-coniferous",kg/m3,,cf_shipping_weight,average sawnwood shipping weight,
169,Paraguay,c05,"Sawnwood, non-coniferous all","","",c02,"Industrial roundwood, non-coniferous",kg/m3,,cf_shipping_weight,average sawnwood shipping weight,
170,Peru,c05,"Sawnwood, non-coniferous all","","",c02,"Industrial roundwood, non-coniferous",kg/m3,,cf_shipping_weight,average sawnwood shipping weight,
171,Philippines,c05,"Sawnwood, non-coniferous all","","",c02,"Industrial roundwood, non-coniferous",kg/m3,,cf_shipping_weight,average sawnwood shipping weight,
173,Poland,c05,"Sawnwood, non-coniferous all","","",c02,"Industrial roundwood, non-coniferous",kg/m3,700,cf_shipping_weight,average sawnwood shipping weight,"FAO, ITTO and United Nations (2020)"
174,Portugal,c05,"Sawnwood, non-coniferous all","","",c02,"Industrial roundwood, non-coniferous",kg/m3,,cf_shipping_weight,average sawnwood shipping weight,
175,Guinea-Bissau,c05,"Sawnwood, non-coniferous all","","",c02,"Industrial roundwood, non-coniferous",kg/m3,,cf_shipping_weight,average sawnwood shipping weight,
176,Timor-Leste,c05,"Sawnwood, non-coniferous all","","",c02,"Industrial roundwood, non-coniferous",kg/m3,,cf_shipping_weight,average sawnwood shipping weight,
178,Eritrea,c05,"Sawnwood, non-coniferous all","","",c02,"Industrial roundwood, non-coniferous",kg/m3,,cf_shipping_weight,average sawnwood shipping weight,
179,Qatar,c05,"Sawnwood, non-coniferous all","","",c02,"Industrial roundwood, non-coniferous",kg/m3,,cf_shipping_weight,average sawnwood shipping weight,
181,Zimbabwe,c05,"Sawnwood, non-coniferous all","","",c02,"Industrial roundwood, non-coniferous",kg/m3,,cf_shipping_weight,average sawnwood shipping weight,
182,Reunion,c05,"Sawnwood, non-coniferous all","","",c02,"Industrial roundwood, non-coniferous",kg/m3,,cf_shipping_weight,average sawnwood shipping weight,
183,Romania,c05,"Sawnwood, non-coniferous all","","",c02,"Industrial roundwood, non-coniferous",kg/m3,,cf_shipping_weight,average sawnwood shipping weight,
184,Rwanda,c05,"Sawnwood, non-coniferous all","","",c02,"Industrial roundwood, non-coniferous",kg/m3,,cf_shipping_weight,average sawnwood shipping weight,
185,Russian Federation,c05,"Sawnwood, non-coniferous all","","",c02,"Industrial roundwood, non-coniferous",kg/m3,,cf_shipping_weight,average sawnwood shipping weight,
186,Serbia and Montenegro,c05,"Sawnwood, non-coniferous all","","",c02,"Industrial roundwood, non-coniferous",kg/m3,,cf_shipping_weight,average sawnwood shipping weight,
189,Saint Lucia,c05,"Sawnwood, non-coniferous all","","",c02,"Industrial roundwood, non-coniferous",kg/m3,,cf_shipping_weight,average sawnwood shipping weight,
190,Saint Pierre and Miquelon,c05,"Sawnwood, non-coniferous all","","",c02,"Industrial roundwood, non-coniferous",kg/m3,,cf_shipping_weight,average sawnwood shipping weight,
191,Saint Vincent and the Grenadines,c05,"Sawnwood, non-coniferous all","","",c02,"Industrial roundwood, non-coniferous",kg/m3,,cf_shipping_weight,average sawnwood shipping weight,
193,Sao Tome and Principe,c05,"Sawnwood, non-coniferous all","","",c02,"Industrial roundwood, non-coniferous",kg/m3,,cf_shipping_weight,average sawnwood shipping weight,
194,Saudi Arabia,c05,"Sawnwood, non-coniferous all","","",c02,"Industrial roundwood, non-coniferous",kg/m3,,cf_shipping_weight,average sawnwood shipping weight,
195,Senegal,c05,"Sawnwood, non-coniferous all","","",c02,"Industrial roundwood, non-coniferous",kg/m3,,cf_shipping_weight,average sawnwood shipping weight,
196,Seychelles,c05,"Sawnwood, non-coniferous all","","",c02,"Industrial roundwood, non-coniferous",kg/m3,,cf_shipping_weight,average sawnwood shipping weight,
197,Sierra Leone,c05,"Sawnwood, non-coniferous all","","",c02,"Industrial roundwood, non-coniferous",kg/m3,,cf_shipping_weight,average sawnwood shipping weight,
198,Slovenia,c05,"Sawnwood, non-coniferous all","","",c02,"Industrial roundwood, non-coniferous",kg/m3,,cf_shipping_weight,average sawnwood shipping weight,
199,Slovakia,c05,"Sawnwood, non-coniferous all","","",c02,"Industrial roundwood, non-coniferous",kg/m3,790,cf_shipping_weight,average sawnwood shipping weight,"FAO, ITTO and United Nations (2020)"
200,Singapore,c05,"Sawnwood, non-coniferous all","","",c02,"Industrial roundwood, non-coniferous",kg/m3,,cf_shipping_weight,average sawnwood shipping weight,
201,Somalia,c05,"Sawnwood, non-coniferous all","","",c02,"Industrial roundwood, non-coniferous",kg/m3,,cf_shipping_weight,average sawnwood shipping weight,
202,South Africa,c05,"Sawnwood, non-coniferous all","","",c02,"Industrial roundwood, non-coniferous",kg/m3,,cf_shipping_weight,average sawnwood shipping weight,
203,Spain,c05,"Sawnwood, non-coniferous all","","",c02,"Industrial roundwood, non-coniferous",kg/m3,,cf_shipping_weight,average sawnwood shipping weight,
207,Suriname,c05,"Sawnwood, non-coniferous all","","",c02,"Industrial roundwood, non-coniferous",kg/m3,,cf_shipping_weight,average sawnwood shipping weight,
208,Tajikistan,c05,"Sawnwood, non-coniferous all","","",c02,"Industrial roundwood, non-coniferous",kg/m3,,cf_shipping_weight,average sawnwood shipping weight,
209,Eswatini,c05,"Sawnwood, non-coniferous all","","",c02,"Industrial roundwood, non-coniferous",kg/m3,,cf_shipping_weight,average sawnwood shipping weight,
210,Sweden,c05,"Sawnwood, non-coniferous all","","",c02,"Industrial roundwood, non-coniferous",kg/m3,,cf_shipping_weight,average sawnwood shipping weight,
211,Switzerland,c05,"Sawnwood, non-coniferous all","","",c02,"Industrial roundwood, non-coniferous",kg/m3,,cf_shipping_weight,average sawnwood shipping weight,
212,Syrian Arab Republic,c05,"Sawnwood, non-coniferous all","","",c02,"Industrial roundwood, non-coniferous",kg/m3,,cf_shipping_weight,average sawnwood shipping weight,
213,Turkmenistan,c05,"Sawnwood, non-coniferous all","","",c02,"Industrial roundwood, non-coniferous",kg/m3,,cf_shipping_weight,average sawnwood shipping weight,
214,"China, Taiwan Province of",c05,"Sawnwood, non-coniferous all","","",c02,"Industrial roundwood, non-coniferous",kg/m3,,cf_shipping_weight,average sawnwood shipping weight,
215,United Republic of Tanzania,c05,"Sawnwood, non-coniferous all","","",c02,"Industrial roundwood, non-coniferous",kg/m3,,cf_shipping_weight,average sawnwood shipping weight,
216,Thailand,c05,"Sawnwood, non-coniferous all","","",c02,"Industrial roundwood, non-coniferous",kg/m3,,cf_shipping_weight,average sawnwood shipping weight,
217,Togo,c05,"Sawnwood, non-coniferous all","","",c02,"Industrial roundwood, non-coniferous",kg/m3,,cf_shipping_weight,average sawnwood shipping weight,
219,Tonga,c05,"Sawnwood, non-coniferous all","","",c02,"Industrial roundwood, non-coniferous",kg/m3,,cf_shipping_weight,average sawnwood shipping weight,
220,Trinidad and Tobago,c05,"Sawnwood, non-coniferous all","","",c02,"Industrial roundwood, non-coniferous",kg/m3,,cf_shipping_weight,average sawnwood shipping weight,
221,Oman,c05,"Sawnwood, non-coniferous all","","",c02,"Industrial roundwood, non-coniferous",kg/m3,,cf_shipping_weight,average sawnwood shipping weight,
222,Tunisia,c05,"Sawnwood, non-coniferous all","","",c02,"Industrial roundwood, non-coniferous",kg/m3,,cf_shipping_weight,average sawnwood shipping weight,
223,Turkey,c05,"Sawnwood, non-coniferous all","","",c02,"Industrial roundwood, non-coniferous",kg/m3,,cf_shipping_weight,average sawnwood shipping weight,
224,Turks and Caicos Islands,c05,"Sawnwood, non-coniferous all","","",c02,"Industrial roundwood, non-coniferous",kg/m3,,cf_shipping_weight,average sawnwood shipping weight,
225,United Arab Emirates,c05,"Sawnwood, non-coniferous all","","",c02,"Industrial roundwood, non-coniferous",kg/m3,,cf_shipping_weight,average sawnwood shipping weight,
226,Uganda,c05,"Sawnwood, non-coniferous all","","",c02,"Industrial roundwood, non-coniferous",kg/m3,,cf_shipping_weight,average sawnwood shipping weight,
229,United Kingdom,c05,"Sawnwood, non-coniferous all","","",c02,"Industrial roundwood, non-coniferous",kg/m3,699,cf_shipping_weight,average sawnwood shipping weight,"FAO, ITTO and United Nations (2020)"
230,Ukraine,c05,"Sawnwood, non-coniferous all","","",c02,"Industrial roundwood, non-coniferous",kg/m3,,cf_shipping_weight,average sawnwood shipping weight,
231,United States of America,c05,"Sawnwood, non-coniferous all","","",c02,"Industrial roundwood, non-coniferous",kg/m3,,cf_shipping_weight,average sawnwood shipping weight,
233,Burkina Faso,c05,"Sawnwood, non-coniferous all","","",c02,"Industrial roundwood, non-coniferous",kg/m3,,cf_shipping_weight,average sawnwood shipping weight,
234,Uruguay,c05,"Sawnwood, non-coniferous all","","",c02,"Industrial roundwood, non-coniferous",kg/m3,,cf_shipping_weight,average sawnwood shipping weight,
235,Uzbekistan,c05,"Sawnwood, non-coniferous all","","",c02,"Industrial roundwood, non-coniferous",kg/m3,,cf_shipping_weight,average sawnwood shipping weight,
236,Venezuela (Bolivarian Republic of),c05,"Sawnwood, non-coniferous all","","",c02,"Industrial roundwood, non-coniferous",kg/m3,,cf_shipping_weight,average sawnwood shipping weight,
237,Viet Nam,c05,"Sawnwood, non-coniferous all","","",c02,"Industrial roundwood, non-coniferous",kg/m3,,cf_shipping_weight,average sawnwood shipping weight,
238,Ethiopia,c05,"Sawnwood, non-coniferous all","","",c02,"Industrial roundwood, non-coniferous",kg/m3,,cf_shipping_weight,average sawnwood shipping weight,
239,British Virgin Islands,c05,"Sawnwood, non-coniferous all","","",c02,"Industrial roundwood, non-coniferous",kg/m3,,cf_shipping_weight,average sawnwood shipping weight,
244,Samoa,c05,"Sawnwood, non-coniferous all","","",c02,"Industrial roundwood, non-coniferous",kg/m3,,cf_shipping_weight,average sawnwood shipping weight,
249,Yemen,c05,"Sawnwood, non-coniferous all","","",c02,"Industrial roundwood, non-coniferous",kg/m3,,cf_shipping_weight,average sawnwood shipping weight,
250,Democratic Republic of the Congo,c05,"Sawnwood, non-coniferous all","","",c02,"Industrial roundwood, non-coniferous",kg/m3,,cf_shipping_weight,average sawnwood shipping weight,
251,Zambia,c05,"Sawnwood, non-coniferous all","","",c02,"Industrial roundwood, non-coniferous",kg/m3,,cf_shipping_weight,average sawnwood shipping weight,
255,Belgium,c05,"Sawnwood, non-coniferous all","","",c02,"Industrial roundwood, non-coniferous",kg/m3,,cf_shipping_weight,average sawnwood shipping weight,
256,Luxembourg,c05,"Sawnwood, non-coniferous all","","",c02,"Industrial roundwood, non-coniferous",kg/m3,,cf_shipping_weight,average sawnwood shipping weight,
270,Mayotte,c05,"Sawnwood, non-coniferous all","","",c02,"Industrial roundwood, non-coniferous",kg/m3,,cf_shipping_weight,average sawnwood shipping weight,
272,Serbia,c05,"Sawnwood, non-coniferous all","","",c02,"Industrial roundwood, non-coniferous",kg/m3,,cf_shipping_weight,average sawnwood shipping weight,
273,Montenegro,c05,"Sawnwood, non-coniferous all","","",c02,"Industrial roundwood, non-coniferous",kg/m3,,cf_shipping_weight,average sawnwood shipping weight,
276,Sudan,c05,"Sawnwood, non-coniferous all","","",c02,"Industrial roundwood, non-coniferous",kg/m3,,cf_shipping_weight,average sawnwood shipping weight,
277,South Sudan,c05,"Sawnwood, non-coniferous all","","",c02,"Industrial roundwood, non-coniferous",kg/m3,,cf_shipping_weight,average sawnwood shipping weight,
5,American Samoa,c05,"Sawnwood, non-coniferous all","","",c02,"Industrial roundwood, non-coniferous",kg/m3,,cf_shipping_weight,average sawnwood shipping weight,
8,Antigua and Barbuda,c05,"Sawnwood, non-coniferous all","","",c02,"Industrial roundwood, non-coniferous",kg/m3,,cf_shipping_weight,average sawnwood shipping weight,
17,Bermuda,c05,"Sawnwood, non-coniferous all","","",c02,"Industrial roundwood, non-coniferous",kg/m3,,cf_shipping_weight,average sawnwood shipping weight,
24,British Indian Ocean Territory,c05,"Sawnwood, non-coniferous all","","",c02,"Industrial roundwood, non-coniferous",kg/m3,,cf_shipping_weight,average sawnwood shipping weight,
36,Cayman Islands,c05,"Sawnwood, non-coniferous all","","",c02,"Industrial roundwood, non-coniferous",kg/m3,,cf_shipping_weight,average sawnwood shipping weight,
43,Cocos (Keeling) Islands,c05,"Sawnwood, non-coniferous all","","",c02,"Industrial roundwood, non-coniferous",kg/m3,,cf_shipping_weight,average sawnwood shipping weight,
71,French Southern and Antarctic Territories,c05,"Sawnwood, non-coniferous all","","",c02,"Industrial roundwood, non-coniferous",kg/m3,,cf_shipping_weight,average sawnwood shipping weight,
85,Greenland,c05,"Sawnwood, non-coniferous all","","",c02,"Industrial roundwood, non-coniferous",kg/m3,,cf_shipping_weight,average sawnwood shipping weight,
86,Grenada,c05,"Sawnwood, non-coniferous all","","",c02,"Industrial roundwood, non-coniferous",kg/m3,,cf_shipping_weight,average sawnwood shipping weight,
88,Guam,c05,"Sawnwood, non-coniferous all","","",c02,"Industrial roundwood, non-coniferous",kg/m3,,cf_shipping_weight,average sawnwood shipping weight,
94,Holy See,c05,"Sawnwood, non-coniferous all","","",c02,"Industrial roundwood, non-coniferous",kg/m3,,cf_shipping_weight,average sawnwood shipping weight,
127,Marshall Islands,c05,"Sawnwood, non-coniferous all","","",c02,"Industrial roundwood, non-coniferous",kg/m3,,cf_shipping_weight,average sawnwood shipping weight,
