code;name;proc_code;process;com_code;item_name;conversion_factor
214;China, Taiwan Province of;p06;Veneer production;c06;Veneer sheets;
215;United Republic of Tanzania;p06;Veneer production;c06;Veneer sheets;
216;Thailand;p06;Veneer production;c06;Veneer sheets;
217;Togo;p06;Veneer production;c06;Veneer sheets;
219;Tonga;p06;Veneer production;c06;Veneer sheets;
220;Trinidad and Tobago;p06;Veneer production;c06;Veneer sheets;
221;Oman;p06;Veneer production;c06;Veneer sheets;
222;Tunisia;p06;Veneer production;c06;Veneer sheets;
223;Turkey;p06;Veneer production;c06;Veneer sheets;
224;Turks and Caicos Islands;p06;Veneer production;c06;Veneer sheets;
225;United Arab Emirates;p06;Veneer production;c06;Veneer sheets;
226;Uganda;p06;Veneer production;c06;Veneer sheets;
229;United Kingdom;p06;Veneer production;c06;Veneer sheets;
230;Ukraine;p06;Veneer production;c06;Veneer sheets;
231;United States of America;p06;Veneer production;c06;Veneer sheets;52,35
233;Burkina Faso;p06;Veneer production;c06;Veneer sheets;
234;Uruguay;p06;Veneer production;c06;Veneer sheets;
235;Uzbekistan;p06;Veneer production;c06;Veneer sheets;
236;Venezuela (Bolivarian Republic of);p06;Veneer production;c06;Veneer sheets;
237;Viet Nam;p06;Veneer production;c06;Veneer sheets;
238;Ethiopia;p06;Veneer production;c06;Veneer sheets;
239;British Virgin Islands;p06;Veneer production;c06;Veneer sheets;
244;Samoa;p06;Veneer production;c06;Veneer sheets;
249;Yemen;p06;Veneer production;c06;Veneer sheets;
250;Democratic Republic of the Congo;p06;Veneer production;c06;Veneer sheets;
251;Zambia;p06;Veneer production;c06;Veneer sheets;
255;Belgium;p06;Veneer production;c06;Veneer sheets;
256;Luxembourg;p06;Veneer production;c06;Veneer sheets;
270;Mayotte;p06;Veneer production;c06;Veneer sheets;
272;Serbia;p06;Veneer production;c06;Veneer sheets;
273;Montenegro;p06;Veneer production;c06;Veneer sheets;
276;Sudan;p06;Veneer production;c06;Veneer sheets;
277;South Sudan;p06;Veneer production;c06;Veneer sheets;
5;American Samoa;p06;Veneer production;c06;Veneer sheets;
8;Antigua and Barbuda;p06;Veneer production;c06;Veneer sheets;
17;Bermuda;p06;Veneer production;c06;Veneer sheets;
24;British Indian Ocean Territory;p06;Veneer production;c06;Veneer sheets;
36;Cayman Islands;p06;Veneer production;c06;Veneer sheets;
43;Cocos (Keeling) Islands;p06;Veneer production;c06;Veneer sheets;
71;French Southern and Antarctic Territories;p06;Veneer production;c06;Veneer sheets;
85;Greenland;p06;Veneer production;c06;Veneer sheets;
86;Grenada;p06;Veneer production;c06;Veneer sheets;
88;Guam;p06;Veneer production;c06;Veneer sheets;
94;Holy See;p06;Veneer production;c06;Veneer sheets;
127;Marshall Islands;p06;Veneer production;c06;Veneer sheets;
142;Montserrat;p06;Veneer production;c06;Veneer sheets;
148;Nauru;p06;Veneer production;c06;Veneer sheets;
163;Northern Mariana Islands;p06;Veneer production;c06;Veneer sheets;
164;Pacific Islands Trust Territory;p06;Veneer production;c06;Veneer sheets;
172;Pitcairn Islands;p06;Veneer production;c06;Veneer sheets;
180;Palau;p06;Veneer production;c06;Veneer sheets;
187;Saint Helena, Ascension and Tristan da Cunha;p06;Veneer production;c06;Veneer sheets;
188;Saint Kitts and Nevis;p06;Veneer production;c06;Veneer sheets;
192;San Marino;p06;Veneer production;c06;Veneer sheets;
205;Western Sahara;p06;Veneer production;c06;Veneer sheets;
218;Tokelau;p06;Veneer production;c06;Veneer sheets;
227;Tuvalu;p06;Veneer production;c06;Veneer sheets;
228;USSR;p06;Veneer production;c06;Veneer sheets;
242;Wake Island;p06;Veneer production;c06;Veneer sheets;
243;Wallis and Futuna Islands;p06;Veneer production;c06;Veneer sheets;
248;Yugoslav SFR;p06;Veneer production;c06;Veneer sheets;
258;Anguilla;p06;Veneer production;c06;Veneer sheets;
279;Curaçao;p06;Veneer production;c06;Veneer sheets;
281;Saint-Martin (French Part);p06;Veneer production;c06;Veneer sheets;
299;Palestine;p06;Veneer production;c06;Veneer sheets;
252;Unspecified Area;p06;Veneer production;c06;Veneer sheets;
254;Others (adjustment);p06;Veneer production;c06;Veneer sheets;
;ASI;p06;Veneer production;c06;Veneer sheets;56,875
;EUR;p06;Veneer production;c06;Veneer sheets;46,85625
;AFR;p06;Veneer production;c06;Veneer sheets;53
;LAM;p06;Veneer production;c06;Veneer sheets;47
;OCE;p06;Veneer production;c06;Veneer sheets;
;NAM;p06;Veneer production;c06;Veneer sheets;52
1;Armenia;p07;Plywood production;c07;Plywood;
2;Afghanistan;p07;Plywood production;c07;Plywood;
3;Albania;p07;Plywood production;c07;Plywood;
4;Algeria;p07;Plywood production;c07;Plywood;
6;Andorra;p07;Plywood production;c07;Plywood;
7;Angola;p07;Plywood production;c07;Plywood;
9;Argentina;p07;Plywood production;c07;Plywood;
10;Australia;p07;Plywood production;c07;Plywood;
11;Austria;p07;Plywood production;c07;Plywood;
12;Bahamas;p07;Plywood production;c07;Plywood;
13;Bahrain;p07;Plywood production;c07;Plywood;
14;Barbados;p07;Plywood production;c07;Plywood;
15;Belgium-Luxembourg;p07;Plywood production;c07;Plywood;
16;Bangladesh;p07;Plywood production;c07;Plywood;
18;Bhutan;p07;Plywood production;c07;Plywood;
19;Bolivia (Plurinational State of);p07;Plywood production;c07;Plywood;
20;Botswana;p07;Plywood production;c07;Plywood;
21;Brazil;p07;Plywood production;c07;Plywood;
22;Aruba;p07;Plywood production;c07;Plywood;
23;Belize;p07;Plywood production;c07;Plywood;
25;Solomon Islands;p07;Plywood production;c07;Plywood;
26;Brunei Darussalam;p07;Plywood production;c07;Plywood;
27;Bulgaria;p07;Plywood production;c07;Plywood;
28;Myanmar;p07;Plywood production;c07;Plywood;
29;Burundi;p07;Plywood production;c07;Plywood;
32;Cameroon;p07;Plywood production;c07;Plywood;
33;Canada;p07;Plywood production;c07;Plywood;52
35;Cabo Verde;p07;Plywood production;c07;Plywood;
37;Central African Republic;p07;Plywood production;c07;Plywood;
38;Sri Lanka;p07;Plywood production;c07;Plywood;
39;Chad;p07;Plywood production;c07;Plywood;
40;Chile;p07;Plywood production;c07;Plywood;
41;China, mainland;p07;Plywood production;c07;Plywood;63,75
42;Christmas Island;p07;Plywood production;c07;Plywood;
44;Colombia;p07;Plywood production;c07;Plywood;
45;Comoros;p07;Plywood production;c07;Plywood;
46;Congo;p07;Plywood production;c07;Plywood;
47;Cook Islands;p07;Plywood production;c07;Plywood;
48;Costa Rica;p07;Plywood production;c07;Plywood;
49;Cuba;p07;Plywood production;c07;Plywood;
50;Cyprus;p07;Plywood production;c07;Plywood;
51;Czechoslovakia;p07;Plywood production;c07;Plywood;
52;Azerbaijan;p07;Plywood production;c07;Plywood;
53;Benin;p07;Plywood production;c07;Plywood;
54;Denmark;p07;Plywood production;c07;Plywood;
55;Dominica;p07;Plywood production;c07;Plywood;
56;Dominican Republic;p07;Plywood production;c07;Plywood;
57;Belarus;p07;Plywood production;c07;Plywood;
58;Ecuador;p07;Plywood production;c07;Plywood;
59;Egypt;p07;Plywood production;c07;Plywood;
60;El Salvador;p07;Plywood production;c07;Plywood;
61;Equatorial Guinea;p07;Plywood production;c07;Plywood;
63;Estonia;p07;Plywood production;c07;Plywood;
64;Faroe Islands;p07;Plywood production;c07;Plywood;
65;Falkland Islands (Malvinas);p07;Plywood production;c07;Plywood;
66;Fiji;p07;Plywood production;c07;Plywood;
67;Finland;p07;Plywood production;c07;Plywood;41,2
68;France;p07;Plywood production;c07;Plywood;46,65
69;French Guyana;p07;Plywood production;c07;Plywood;
70;French Polynesia;p07;Plywood production;c07;Plywood;
72;Djibouti;p07;Plywood production;c07;Plywood;
73;Georgia;p07;Plywood production;c07;Plywood;
74;Gabon;p07;Plywood production;c07;Plywood;
75;Gambia;p07;Plywood production;c07;Plywood;
79;Germany;p07;Plywood production;c07;Plywood;55
80;Bosnia and Herzegovina;p07;Plywood production;c07;Plywood;
81;Ghana;p07;Plywood production;c07;Plywood;
82;Gibraltar;p07;Plywood production;c07;Plywood;
83;Kiribati;p07;Plywood production;c07;Plywood;
84;Greece;p07;Plywood production;c07;Plywood;
87;Guadeloupe;p07;Plywood production;c07;Plywood;
89;Guatemala;p07;Plywood production;c07;Plywood;
90;Guinea;p07;Plywood production;c07;Plywood;
91;Guyana;p07;Plywood production;c07;Plywood;
93;Haiti;p07;Plywood production;c07;Plywood;
95;Honduras;p07;Plywood production;c07;Plywood;
96;China, Hong Kong SAR;p07;Plywood production;c07;Plywood;
97;Hungary;p07;Plywood production;c07;Plywood;
98;Croatia;p07;Plywood production;c07;Plywood;
99;Iceland;p07;Plywood production;c07;Plywood;
100;India;p07;Plywood production;c07;Plywood;
101;Indonesia;p07;Plywood production;c07;Plywood;
102;Iran (Islamic Republic of);p07;Plywood production;c07;Plywood;
103;Iraq;p07;Plywood production;c07;Plywood;
104;Ireland;p07;Plywood production;c07;Plywood;
105;Israel;p07;Plywood production;c07;Plywood;
106;Italy;p07;Plywood production;c07;Plywood;
107;Cote d'Ivoire;p07;Plywood production;c07;Plywood;
108;Kazakhstan;p07;Plywood production;c07;Plywood;
109;Jamaica;p07;Plywood production;c07;Plywood;
110;Japan;p07;Plywood production;c07;Plywood;
112;Jordan;p07;Plywood production;c07;Plywood;
113;Kyrgyzstan;p07;Plywood production;c07;Plywood;
114;Kenya;p07;Plywood production;c07;Plywood;
115;Cambodia;p07;Plywood production;c07;Plywood;
116;Democratic People's Republic of Korea;p07;Plywood production;c07;Plywood;
117;Republic of Korea;p07;Plywood production;c07;Plywood;
118;Kuwait;p07;Plywood production;c07;Plywood;
119;Latvia;p07;Plywood production;c07;Plywood;
120;Lao People's Democratic Republic;p07;Plywood production;c07;Plywood;
121;Lebanon;p07;Plywood production;c07;Plywood;
122;Lesotho;p07;Plywood production;c07;Plywood;
123;Liberia;p07;Plywood production;c07;Plywood;
124;Libya;p07;Plywood production;c07;Plywood;
125;Liechtenstein;p07;Plywood production;c07;Plywood;
126;Lithuania;p07;Plywood production;c07;Plywood;46
128;China, Macao SAR;p07;Plywood production;c07;Plywood;
129;Madagascar;p07;Plywood production;c07;Plywood;
130;Malawi;p07;Plywood production;c07;Plywood;
131;Malaysia;p07;Plywood production;c07;Plywood;50
132;Maldives;p07;Plywood production;c07;Plywood;
133;Mali;p07;Plywood production;c07;Plywood;
134;Malta;p07;Plywood production;c07;Plywood;
135;Martinique;p07;Plywood production;c07;Plywood;
136;Mauritania;p07;Plywood production;c07;Plywood;
137;Mauritius;p07;Plywood production;c07;Plywood;
138;Mexico;p07;Plywood production;c07;Plywood;47
141;Mongolia;p07;Plywood production;c07;Plywood;
143;Morocco;p07;Plywood production;c07;Plywood;
144;Mozambique;p07;Plywood production;c07;Plywood;
145;Micronesia (Federated States of);p07;Plywood production;c07;Plywood;
146;Republic of Moldova;p07;Plywood production;c07;Plywood;
147;Namibia;p07;Plywood production;c07;Plywood;
149;Nepal;p07;Plywood production;c07;Plywood;
150;Netherlands;p07;Plywood production;c07;Plywood;51
151;Netherlands Antilles;p07;Plywood production;c07;Plywood;
153;New Caledonia;p07;Plywood production;c07;Plywood;
154;North Macedonia;p07;Plywood production;c07;Plywood;
155;Vanuatu;p07;Plywood production;c07;Plywood;
156;New Zealand;p07;Plywood production;c07;Plywood;
157;Nicaragua;p07;Plywood production;c07;Plywood;
158;Niger;p07;Plywood production;c07;Plywood;
159;Nigeria;p07;Plywood production;c07;Plywood;
160;Niue;p07;Plywood production;c07;Plywood;
161;Norfolk Island;p07;Plywood production;c07;Plywood;
162;Norway;p07;Plywood production;c07;Plywood;
165;Pakistan;p07;Plywood production;c07;Plywood;
166;Panama;p07;Plywood production;c07;Plywood;
167;Czechia;p07;Plywood production;c07;Plywood;
168;Papua New Guinea;p07;Plywood production;c07;Plywood;
169;Paraguay;p07;Plywood production;c07;Plywood;
170;Peru;p07;Plywood production;c07;Plywood;
171;Philippines;p07;Plywood production;c07;Plywood;
173;Poland;p07;Plywood production;c07;Plywood;51
174;Portugal;p07;Plywood production;c07;Plywood;
175;Guinea-Bissau;p07;Plywood production;c07;Plywood;
176;Timor-Leste;p07;Plywood production;c07;Plywood;
178;Eritrea;p07;Plywood production;c07;Plywood;
179;Qatar;p07;Plywood production;c07;Plywood;
181;Zimbabwe;p07;Plywood production;c07;Plywood;
182;Reunion;p07;Plywood production;c07;Plywood;
183;Romania;p07;Plywood production;c07;Plywood;
184;Rwanda;p07;Plywood production;c07;Plywood;
185;Russian Federation;p07;Plywood production;c07;Plywood;44
186;Serbia and Montenegro;p07;Plywood production;c07;Plywood;
189;Saint Lucia;p07;Plywood production;c07;Plywood;
190;Saint Pierre and Miquelon;p07;Plywood production;c07;Plywood;
191;Saint Vincent and the Grenadines;p07;Plywood production;c07;Plywood;
193;Sao Tome and Principe;p07;Plywood production;c07;Plywood;
194;Saudi Arabia;p07;Plywood production;c07;Plywood;
195;Senegal;p07;Plywood production;c07;Plywood;
196;Seychelles;p07;Plywood production;c07;Plywood;
197;Sierra Leone;p07;Plywood production;c07;Plywood;
198;Slovenia;p07;Plywood production;c07;Plywood;40
199;Slovakia;p07;Plywood production;c07;Plywood;
200;Singapore;p07;Plywood production;c07;Plywood;
201;Somalia;p07;Plywood production;c07;Plywood;
202;South Africa;p07;Plywood production;c07;Plywood;53
203;Spain;p07;Plywood production;c07;Plywood;
207;Suriname;p07;Plywood production;c07;Plywood;
208;Tajikistan;p07;Plywood production;c07;Plywood;
209;Eswatini;p07;Plywood production;c07;Plywood;
210;Sweden;p07;Plywood production;c07;Plywood;
211;Switzerland;p07;Plywood production;c07;Plywood;
212;Syrian Arab Republic;p07;Plywood production;c07;Plywood;
213;Turkmenistan;p07;Plywood production;c07;Plywood;
214;China, Taiwan Province of;p07;Plywood production;c07;Plywood;
215;United Republic of Tanzania;p07;Plywood production;c07;Plywood;
216;Thailand;p07;Plywood production;c07;Plywood;
217;Togo;p07;Plywood production;c07;Plywood;
219;Tonga;p07;Plywood production;c07;Plywood;
220;Trinidad and Tobago;p07;Plywood production;c07;Plywood;
221;Oman;p07;Plywood production;c07;Plywood;
222;Tunisia;p07;Plywood production;c07;Plywood;
223;Turkey;p07;Plywood production;c07;Plywood;
224;Turks and Caicos Islands;p07;Plywood production;c07;Plywood;
225;United Arab Emirates;p07;Plywood production;c07;Plywood;
226;Uganda;p07;Plywood production;c07;Plywood;
229;United Kingdom;p07;Plywood production;c07;Plywood;
230;Ukraine;p07;Plywood production;c07;Plywood;
231;United States of America;p07;Plywood production;c07;Plywood;52,35
233;Burkina Faso;p07;Plywood production;c07;Plywood;
234;Uruguay;p07;Plywood production;c07;Plywood;
235;Uzbekistan;p07;Plywood production;c07;Plywood;
236;Venezuela (Bolivarian Republic of);p07;Plywood production;c07;Plywood;
237;Viet Nam;p07;Plywood production;c07;Plywood;
238;Ethiopia;p07;Plywood production;c07;Plywood;
239;British Virgin Islands;p07;Plywood production;c07;Plywood;
244;Samoa;p07;Plywood production;c07;Plywood;
249;Yemen;p07;Plywood production;c07;Plywood;
250;Democratic Republic of the Congo;p07;Plywood production;c07;Plywood;
251;Zambia;p07;Plywood production;c07;Plywood;
255;Belgium;p07;Plywood production;c07;Plywood;
256;Luxembourg;p07;Plywood production;c07;Plywood;
270;Mayotte;p07;Plywood production;c07;Plywood;
272;Serbia;p07;Plywood production;c07;Plywood;
273;Montenegro;p07;Plywood production;c07;Plywood;
276;Sudan;p07;Plywood production;c07;Plywood;
277;South Sudan;p07;Plywood production;c07;Plywood;
5;American Samoa;p07;Plywood production;c07;Plywood;
8;Antigua and Barbuda;p07;Plywood production;c07;Plywood;
17;Bermuda;p07;Plywood production;c07;Plywood;
24;British Indian Ocean Territory;p07;Plywood production;c07;Plywood;
36;Cayman Islands;p07;Plywood production;c07;Plywood;
43;Cocos (Keeling) Islands;p07;Plywood production;c07;Plywood;
71;French Southern and Antarctic Territories;p07;Plywood production;c07;Plywood;
85;Greenland;p07;Plywood production;c07;Plywood;
86;Grenada;p07;Plywood production;c07;Plywood;
88;Guam;p07;Plywood production;c07;Plywood;
94;Holy See;p07;Plywood production;c07;Plywood;
127;Marshall Islands;p07;Plywood production;c07;Plywood;
142;Montserrat;p07;Plywood production;c07;Plywood;
148;Nauru;p07;Plywood production;c07;Plywood;
163;Northern Mariana Islands;p07;Plywood production;c07;Plywood;
164;Pacific Islands Trust Territory;p07;Plywood production;c07;Plywood;
172;Pitcairn Islands;p07;Plywood production;c07;Plywood;
180;Palau;p07;Plywood production;c07;Plywood;
187;Saint Helena, Ascension and Tristan da Cunha;p07;Plywood production;c07;Plywood;
188;Saint Kitts and Nevis;p07;Plywood production;c07;Plywood;
192;San Marino;p07;Plywood production;c07;Plywood;
205;Western Sahara;p07;Plywood production;c07;Plywood;
218;Tokelau;p07;Plywood production;c07;Plywood;
227;Tuvalu;p07;Plywood production;c07;Plywood;
228;USSR;p07;Plywood production;c07;Plywood;
242;Wake Island;p07;Plywood production;c07;Plywood;
243;Wallis and Futuna Islands;p07;Plywood production;c07;Plywood;
248;Yugoslav SFR;p07;Plywood production;c07;Plywood;
258;Anguilla;p07;Plywood production;c07;Plywood;
279;Curaçao;p07;Plywood production;c07;Plywood;
281;Saint-Martin (French Part);p07;Plywood production;c07;Plywood;
299;Palestine;p07;Plywood production;c07;Plywood;
252;Unspecified Area;p07;Plywood production;c07;Plywood;
254;Others (adjustment);p07;Plywood production;c07;Plywood;
;ASI;p07;Plywood production;c07;Plywood;56,875
;EUR;p07;Plywood production;c07;Plywood;46,85625
;AFR;p07;Plywood production;c07;Plywood;53
;LAM;p07;Plywood production;c07;Plywood;47
;OCE;p07;Plywood production;c07;Plywood;
;NAM;p07;Plywood production;c07;Plywood;52
1;Armenia;p04;Sawnmill industry, coniferous;c17;Wood chips and particles;
2;Afghanistan;p04;Sawnmill industry, coniferous;c17;Wood chips and particles;
3;Albania;p04;Sawnmill industry, coniferous;c17;Wood chips and particles;
4;Algeria;p04;Sawnmill industry, coniferous;c17;Wood chips and particles;
6;Andorra;p04;Sawnmill industry, coniferous;c17;Wood chips and particles;
7;Angola;p04;Sawnmill industry, coniferous;c17;Wood chips and particles;
9;Argentina;p04;Sawnmill industry, coniferous;c17;Wood chips and particles;
10;Australia;p04;Sawnmill industry, coniferous;c17;Wood chips and particles;
11;Austria;p04;Sawnmill industry, coniferous;c17;Wood chips and particles;
12;Bahamas;p04;Sawnmill industry, coniferous;c17;Wood chips and particles;
13;Bahrain;p04;Sawnmill industry, coniferous;c17;Wood chips and particles;
14;Barbados;p04;Sawnmill industry, coniferous;c17;Wood chips and particles;
15;Belgium-Luxembourg;p04;Sawnmill industry, coniferous;c17;Wood chips and particles;
16;Bangladesh;p04;Sawnmill industry, coniferous;c17;Wood chips and particles;
18;Bhutan;p04;Sawnmill industry, coniferous;c17;Wood chips and particles;
19;Bolivia (Plurinational State of);p04;Sawnmill industry, coniferous;c17;Wood chips and particles;
20;Botswana;p04;Sawnmill industry, coniferous;c17;Wood chips and particles;
21;Brazil;p04;Sawnmill industry, coniferous;c17;Wood chips and particles;
22;Aruba;p04;Sawnmill industry, coniferous;c17;Wood chips and particles;
23;Belize;p04;Sawnmill industry, coniferous;c17;Wood chips and particles;
25;Solomon Islands;p04;Sawnmill industry, coniferous;c17;Wood chips and particles;
26;Brunei Darussalam;p04;Sawnmill industry, coniferous;c17;Wood chips and particles;
27;Bulgaria;p04;Sawnmill industry, coniferous;c17;Wood chips and particles;
28;Myanmar;p04;Sawnmill industry, coniferous;c17;Wood chips and particles;
29;Burundi;p04;Sawnmill industry, coniferous;c17;Wood chips and particles;
32;Cameroon;p04;Sawnmill industry, coniferous;c17;Wood chips and particles;
33;Canada;p04;Sawnmill industry, coniferous;c17;Wood chips and particles;38
35;Cabo Verde;p04;Sawnmill industry, coniferous;c17;Wood chips and particles;
37;Central African Republic;p04;Sawnmill industry, coniferous;c17;Wood chips and particles;
38;Sri Lanka;p04;Sawnmill industry, coniferous;c17;Wood chips and particles;
39;Chad;p04;Sawnmill industry, coniferous;c17;Wood chips and particles;
40;Chile;p04;Sawnmill industry, coniferous;c17;Wood chips and particles;30
41;China, mainland;p04;Sawnmill industry, coniferous;c17;Wood chips and particles;30
42;Christmas Island;p04;Sawnmill industry, coniferous;c17;Wood chips and particles;
44;Colombia;p04;Sawnmill industry, coniferous;c17;Wood chips and particles;
45;Comoros;p04;Sawnmill industry, coniferous;c17;Wood chips and particles;
46;Congo;p04;Sawnmill industry, coniferous;c17;Wood chips and particles;
47;Cook Islands;p04;Sawnmill industry, coniferous;c17;Wood chips and particles;
48;Costa Rica;p04;Sawnmill industry, coniferous;c17;Wood chips and particles;
49;Cuba;p04;Sawnmill industry, coniferous;c17;Wood chips and particles;
50;Cyprus;p04;Sawnmill industry, coniferous;c17;Wood chips and particles;
51;Czechoslovakia;p04;Sawnmill industry, coniferous;c17;Wood chips and particles;
52;Azerbaijan;p04;Sawnmill industry, coniferous;c17;Wood chips and particles;
53;Benin;p04;Sawnmill industry, coniferous;c17;Wood chips and particles;
54;Denmark;p04;Sawnmill industry, coniferous;c17;Wood chips and particles;36
55;Dominica;p04;Sawnmill industry, coniferous;c17;Wood chips and particles;
56;Dominican Republic;p04;Sawnmill industry, coniferous;c17;Wood chips and particles;
57;Belarus;p04;Sawnmill industry, coniferous;c17;Wood chips and particles;
58;Ecuador;p04;Sawnmill industry, coniferous;c17;Wood chips and particles;
59;Egypt;p04;Sawnmill industry, coniferous;c17;Wood chips and particles;
60;El Salvador;p04;Sawnmill industry, coniferous;c17;Wood chips and particles;
61;Equatorial Guinea;p04;Sawnmill industry, coniferous;c17;Wood chips and particles;
63;Estonia;p04;Sawnmill industry, coniferous;c17;Wood chips and particles;
64;Faroe Islands;p04;Sawnmill industry, coniferous;c17;Wood chips and particles;
65;Falkland Islands (Malvinas);p04;Sawnmill industry, coniferous;c17;Wood chips and particles;
66;Fiji;p04;Sawnmill industry, coniferous;c17;Wood chips and particles;
67;Finland;p04;Sawnmill industry, coniferous;c17;Wood chips and particles;34
68;France;p04;Sawnmill industry, coniferous;c17;Wood chips and particles;28
69;French Guyana;p04;Sawnmill industry, coniferous;c17;Wood chips and particles;
70;French Polynesia;p04;Sawnmill industry, coniferous;c17;Wood chips and particles;
72;Djibouti;p04;Sawnmill industry, coniferous;c17;Wood chips and particles;
73;Georgia;p04;Sawnmill industry, coniferous;c17;Wood chips and particles;
74;Gabon;p04;Sawnmill industry, coniferous;c17;Wood chips and particles;
75;Gambia;p04;Sawnmill industry, coniferous;c17;Wood chips and particles;
79;Germany;p04;Sawnmill industry, coniferous;c17;Wood chips and particles;25
80;Bosnia and Herzegovina;p04;Sawnmill industry, coniferous;c17;Wood chips and particles;
81;Ghana;p04;Sawnmill industry, coniferous;c17;Wood chips and particles;
82;Gibraltar;p04;Sawnmill industry, coniferous;c17;Wood chips and particles;
83;Kiribati;p04;Sawnmill industry, coniferous;c17;Wood chips and particles;
84;Greece;p04;Sawnmill industry, coniferous;c17;Wood chips and particles;
87;Guadeloupe;p04;Sawnmill industry, coniferous;c17;Wood chips and particles;
89;Guatemala;p04;Sawnmill industry, coniferous;c17;Wood chips and particles;
90;Guinea;p04;Sawnmill industry, coniferous;c17;Wood chips and particles;
91;Guyana;p04;Sawnmill industry, coniferous;c17;Wood chips and particles;
93;Haiti;p04;Sawnmill industry, coniferous;c17;Wood chips and particles;
95;Honduras;p04;Sawnmill industry, coniferous;c17;Wood chips and particles;
96;China, Hong Kong SAR;p04;Sawnmill industry, coniferous;c17;Wood chips and particles;
97;Hungary;p04;Sawnmill industry, coniferous;c17;Wood chips and particles;
98;Croatia;p04;Sawnmill industry, coniferous;c17;Wood chips and particles;
99;Iceland;p04;Sawnmill industry, coniferous;c17;Wood chips and particles;
100;India;p04;Sawnmill industry, coniferous;c17;Wood chips and particles;
101;Indonesia;p04;Sawnmill industry, coniferous;c17;Wood chips and particles;25
102;Iran (Islamic Republic of);p04;Sawnmill industry, coniferous;c17;Wood chips and particles;
103;Iraq;p04;Sawnmill industry, coniferous;c17;Wood chips and particles;
104;Ireland;p04;Sawnmill industry, coniferous;c17;Wood chips and particles;35
105;Israel;p04;Sawnmill industry, coniferous;c17;Wood chips and particles;
106;Italy;p04;Sawnmill industry, coniferous;c17;Wood chips and particles;
107;Cote d'Ivoire;p04;Sawnmill industry, coniferous;c17;Wood chips and particles;
108;Kazakhstan;p04;Sawnmill industry, coniferous;c17;Wood chips and particles;
109;Jamaica;p04;Sawnmill industry, coniferous;c17;Wood chips and particles;
110;Japan;p04;Sawnmill industry, coniferous;c17;Wood chips and particles;
112;Jordan;p04;Sawnmill industry, coniferous;c17;Wood chips and particles;
113;Kyrgyzstan;p04;Sawnmill industry, coniferous;c17;Wood chips and particles;
114;Kenya;p04;Sawnmill industry, coniferous;c17;Wood chips and particles;
115;Cambodia;p04;Sawnmill industry, coniferous;c17;Wood chips and particles;
116;Democratic People's Republic of Korea;p04;Sawnmill industry, coniferous;c17;Wood chips and particles;
117;Republic of Korea;p04;Sawnmill industry, coniferous;c17;Wood chips and particles;
118;Kuwait;p04;Sawnmill industry, coniferous;c17;Wood chips and particles;
119;Latvia;p04;Sawnmill industry, coniferous;c17;Wood chips and particles;
120;Lao People's Democratic Republic;p04;Sawnmill industry, coniferous;c17;Wood chips and particles;
121;Lebanon;p04;Sawnmill industry, coniferous;c17;Wood chips and particles;
122;Lesotho;p04;Sawnmill industry, coniferous;c17;Wood chips and particles;
123;Liberia;p04;Sawnmill industry, coniferous;c17;Wood chips and particles;
124;Libya;p04;Sawnmill industry, coniferous;c17;Wood chips and particles;
125;Liechtenstein;p04;Sawnmill industry, coniferous;c17;Wood chips and particles;
126;Lithuania;p04;Sawnmill industry, coniferous;c17;Wood chips and particles;36
128;China, Macao SAR;p04;Sawnmill industry, coniferous;c17;Wood chips and particles;
129;Madagascar;p04;Sawnmill industry, coniferous;c17;Wood chips and particles;
130;Malawi;p04;Sawnmill industry, coniferous;c17;Wood chips and particles;
131;Malaysia;p04;Sawnmill industry, coniferous;c17;Wood chips and particles;
132;Maldives;p04;Sawnmill industry, coniferous;c17;Wood chips and particles;
133;Mali;p04;Sawnmill industry, coniferous;c17;Wood chips and particles;
134;Malta;p04;Sawnmill industry, coniferous;c17;Wood chips and particles;
135;Martinique;p04;Sawnmill industry, coniferous;c17;Wood chips and particles;
136;Mauritania;p04;Sawnmill industry, coniferous;c17;Wood chips and particles;
137;Mauritius;p04;Sawnmill industry, coniferous;c17;Wood chips and particles;
138;Mexico;p04;Sawnmill industry, coniferous;c17;Wood chips and particles;
141;Mongolia;p04;Sawnmill industry, coniferous;c17;Wood chips and particles;
143;Morocco;p04;Sawnmill industry, coniferous;c17;Wood chips and particles;
144;Mozambique;p04;Sawnmill industry, coniferous;c17;Wood chips and particles;
145;Micronesia (Federated States of);p04;Sawnmill industry, coniferous;c17;Wood chips and particles;
146;Republic of Moldova;p04;Sawnmill industry, coniferous;c17;Wood chips and particles;
147;Namibia;p04;Sawnmill industry, coniferous;c17;Wood chips and particles;
149;Nepal;p04;Sawnmill industry, coniferous;c17;Wood chips and particles;
150;Netherlands;p04;Sawnmill industry, coniferous;c17;Wood chips and particles;
151;Netherlands Antilles;p04;Sawnmill industry, coniferous;c17;Wood chips and particles;
153;New Caledonia;p04;Sawnmill industry, coniferous;c17;Wood chips and particles;
154;North Macedonia;p04;Sawnmill industry, coniferous;c17;Wood chips and particles;
155;Vanuatu;p04;Sawnmill industry, coniferous;c17;Wood chips and particles;
156;New Zealand;p04;Sawnmill industry, coniferous;c17;Wood chips and particles;
157;Nicaragua;p04;Sawnmill industry, coniferous;c17;Wood chips and particles;
158;Niger;p04;Sawnmill industry, coniferous;c17;Wood chips and particles;
