area_code,area,com_code,item,source_code,source,unit,cf,cf_type,description,literature
143,Morocco,c03,Wood fuel,,,tC/m3,0.314739164814815,cf_wdensity,carbon conversion factor per air dry volumen,
144,Mozambique,c03,Wood fuel,,,tC/m3,0.314739164814815,cf_wdensity,carbon conversion factor per air dry volumen,
145,Micronesia (Federated States of),c03,Wood fuel,,,tC/m3,0.314739164814815,cf_wdensity,carbon conversion factor per air dry volumen,
146,Republic of Moldova,c03,Wood fuel,,,tC/m3,0.251909744444445,cf_wdensity,carbon conversion factor per air dry volumen,
147,Namibia,c03,Wood fuel,,,tC/m3,0.314739164814815,cf_wdensity,carbon conversion factor per air dry volumen,
148,Nauru,c03,Wood fuel,,,tC/m3,0.314739164814815,cf_wdensity,carbon conversion factor per air dry volumen,
149,Nepal,c03,Wood fuel,,,tC/m3,0.4,cf_wdensity,carbon conversion factor per air dry volumen,
150,Netherlands,c03,Wood fuel,,,tC/m3,0.27521,cf_wdensity,carbon conversion factor per air dry volumen,
151,Netherlands Antilles,c03,Wood fuel,,,tC/m3,0.29230775,cf_wdensity,carbon conversion factor per air dry volumen,
153,New Caledonia,c03,Wood fuel,,,tC/m3,0.314739164814815,cf_wdensity,carbon conversion factor per air dry volumen,
154,North Macedonia,c03,Wood fuel,,,tC/m3,0.251909744444445,cf_wdensity,carbon conversion factor per air dry volumen,
155,Vanuatu,c03,Wood fuel,,,tC/m3,0.314739164814815,cf_wdensity,carbon conversion factor per air dry volumen,
156,New Zealand,c03,Wood fuel,,,tC/m3,0.314739164814815,cf_wdensity,carbon conversion factor per air dry volumen,
157,Nicaragua,c03,Wood fuel,,,tC/m3,0.29230775,cf_wdensity,carbon conversion factor per air dry volumen,
158,Niger,c03,Wood fuel,,,tC/m3,0.314739164814815,cf_wdensity,carbon conversion factor per air dry volumen,
159,Nigeria,c03,Wood fuel,,,tC/m3,0.314739164814815,cf_wdensity,carbon conversion factor per air dry volumen,
160,Niue,c03,Wood fuel,,,tC/m3,0.314739164814815,cf_wdensity,carbon conversion factor per air dry volumen,
161,Norfolk Island,c03,Wood fuel,,,tC/m3,0.314739164814815,cf_wdensity,carbon conversion factor per air dry volumen,
162,Norway,c03,Wood fuel,,,tC/m3,0.22882,cf_wdensity,carbon conversion factor per air dry volumen,
163,Northern Mariana Islands,c03,Wood fuel,,,tC/m3,0.314739164814815,cf_wdensity,carbon conversion factor per air dry volumen,
164,Pacific Islands Trust Territory,c03,Wood fuel,,,tC/m3,0.4,cf_wdensity,carbon conversion factor per air dry volumen,
165,Pakistan,c03,Wood fuel,,,tC/m3,0.4,cf_wdensity,carbon conversion factor per air dry volumen,
166,Panama,c03,Wood fuel,,,tC/m3,0.29230775,cf_wdensity,carbon conversion factor per air dry volumen,
167,Czechia,c03,Wood fuel,,,tC/m3,0.241,cf_wdensity,carbon conversion factor per air dry volumen,
168,Papua New Guinea,c03,Wood fuel,,,tC/m3,0.314739164814815,cf_wdensity,carbon conversion factor per air dry volumen,
169,Paraguay,c03,Wood fuel,,,tC/m3,0.29230775,cf_wdensity,carbon conversion factor per air dry volumen,
170,Peru,c03,Wood fuel,,,tC/m3,0.29230775,cf_wdensity,carbon conversion factor per air dry volumen,
171,Philippines,c03,Wood fuel,,,tC/m3,0.4,cf_wdensity,carbon conversion factor per air dry volumen,
172,Pitcairn Islands,c03,Wood fuel,,,tC/m3,0.314739164814815,cf_wdensity,carbon conversion factor per air dry volumen,
173,Poland,c03,Wood fuel,,,tC/m3,0.251909744444445,cf_wdensity,carbon conversion factor per air dry volumen,
174,Portugal,c03,Wood fuel,,,tC/m3,0.251909744444445,cf_wdensity,carbon conversion factor per air dry volumen,
175,Guinea-Bissau,c03,Wood fuel,,,tC/m3,0.314739164814815,cf_wdensity,carbon conversion factor per air dry volumen,
176,Timor-Leste,c03,Wood fuel,,,tC/m3,0.4,cf_wdensity,carbon conversion factor per air dry volumen,
178,Eritrea,c03,Wood fuel,,,tC/m3,0.314739164814815,cf_wdensity,carbon conversion factor per air dry volumen,
179,Qatar,c03,Wood fuel,,,tC/m3,0.4,cf_wdensity,carbon conversion factor per air dry volumen,
180,Palau,c03,Wood fuel,,,tC/m3,0.314739164814815,cf_wdensity,carbon conversion factor per air dry volumen,
181,Zimbabwe,c03,Wood fuel,,,tC/m3,0.314739164814815,cf_wdensity,carbon conversion factor per air dry volumen,
182,Reunion,c03,Wood fuel,,,tC/m3,0.314739164814815,cf_wdensity,carbon conversion factor per air dry volumen,
183,Romania,c03,Wood fuel,,,tC/m3,0.251909744444445,cf_wdensity,carbon conversion factor per air dry volumen,
184,Rwanda,c03,Wood fuel,,,tC/m3,0.314739164814815,cf_wdensity,carbon conversion factor per air dry volumen,
185,Russian Federation,c03,Wood fuel,,,tC/m3,0.251909744444445,cf_wdensity,carbon conversion factor per air dry volumen,
186,Serbia and Montenegro,c03,Wood fuel,,,tC/m3,0.251909744444445,cf_wdensity,carbon conversion factor per air dry volumen,
187,"Saint Helena, Ascension and Tristan da Cunha",c03,Wood fuel,,,tC/m3,0.314739164814815,cf_wdensity,carbon conversion factor per air dry volumen,
188,Saint Kitts and Nevis,c03,Wood fuel,,,tC/m3,0.29230775,cf_wdensity,carbon conversion factor per air dry volumen,
189,Saint Lucia,c03,Wood fuel,,,tC/m3,0.29230775,cf_wdensity,carbon conversion factor per air dry volumen,
190,Saint Pierre and Miquelon,c03,Wood fuel,,,tC/m3,0.314739164814815,cf_wdensity,carbon conversion factor per air dry volumen,
191,Saint Vincent and the Grenadines,c03,Wood fuel,,,tC/m3,0.29230775,cf_wdensity,carbon conversion factor per air dry volumen,
192,San Marino,c03,Wood fuel,,,tC/m3,0.251909744444445,cf_wdensity,carbon conversion factor per air dry volumen,
193,Sao Tome and Principe,c03,Wood fuel,,,tC/m3,0.314739164814815,cf_wdensity,carbon conversion factor per air dry volumen,
194,Saudi Arabia,c03,Wood fuel,,,tC/m3,0.4,cf_wdensity,carbon conversion factor per air dry volumen,
195,Senegal,c03,Wood fuel,,,tC/m3,0.314739164814815,cf_wdensity,carbon conversion factor per air dry volumen,
196,Seychelles,c03,Wood fuel,,,tC/m3,0.314739164814815,cf_wdensity,carbon conversion factor per air dry volumen,
197,Sierra Leone,c03,Wood fuel,,,tC/m3,0.314739164814815,cf_wdensity,carbon conversion factor per air dry volumen,
198,Slovenia,c03,Wood fuel,,,tC/m3,0.274061,cf_wdensity,carbon conversion factor per air dry volumen,
199,Slovakia,c03,Wood fuel,,,tC/m3,0.251909744444445,cf_wdensity,carbon conversion factor per air dry volumen,
200,Singapore,c03,Wood fuel,,,tC/m3,0.4,cf_wdensity,carbon conversion factor per air dry volumen,
201,Somalia,c03,Wood fuel,,,tC/m3,0.314739164814815,cf_wdensity,carbon conversion factor per air dry volumen,
202,South Africa,c03,Wood fuel,,,tC/m3,0.314739164814815,cf_wdensity,carbon conversion factor per air dry volumen,
203,Spain,c03,Wood fuel,,,tC/m3,0.251909744444445,cf_wdensity,carbon conversion factor per air dry volumen,
205,Western Sahara,c03,Wood fuel,,,tC/m3,0.314739164814815,cf_wdensity,carbon conversion factor per air dry volumen,
207,Suriname,c03,Wood fuel,,,tC/m3,0.29230775,cf_wdensity,carbon conversion factor per air dry volumen,
208,Tajikistan,c03,Wood fuel,,,tC/m3,0.4,cf_wdensity,carbon conversion factor per air dry volumen,
209,Eswatini,c03,Wood fuel,,,tC/m3,0.314739164814815,cf_wdensity,carbon conversion factor per air dry volumen,
210,Sweden,c03,Wood fuel,,,tC/m3,0.251909744444445,cf_wdensity,carbon conversion factor per air dry volumen,
211,Switzerland,c03,Wood fuel,,,tC/m3,0.251909744444445,cf_wdensity,carbon conversion factor per air dry volumen,
212,Syrian Arab Republic,c03,Wood fuel,,,tC/m3,0.4,cf_wdensity,carbon conversion factor per air dry volumen,
213,Turkmenistan,c03,Wood fuel,,,tC/m3,0.4,cf_wdensity,carbon conversion factor per air dry volumen,
214,"China, Taiwan Province of",c03,Wood fuel,,,tC/m3,0.4,cf_wdensity,carbon conversion factor per air dry volumen,
215,United Republic of Tanzania,c03,Wood fuel,,,tC/m3,0.314739164814815,cf_wdensity,carbon conversion factor per air dry volumen,
216,Thailand,c03,Wood fuel,,,tC/m3,0.4,cf_wdensity,carbon conversion factor per air dry volumen,
217,Togo,c03,Wood fuel,,,tC/m3,0.314739164814815,cf_wdensity,carbon conversion factor per air dry volumen,
218,Tokelau,c03,Wood fuel,,,tC/m3,0.314739164814815,cf_wdensity,carbon conversion factor per air dry volumen,
219,Tonga,c03,Wood fuel,,,tC/m3,0.314739164814815,cf_wdensity,carbon conversion factor per air dry volumen,
220,Trinidad and Tobago,c03,Wood fuel,,,tC/m3,0.29230775,cf_wdensity,carbon conversion factor per air dry volumen,
221,Oman,c03,Wood fuel,,,tC/m3,0.4,cf_wdensity,carbon conversion factor per air dry volumen,
222,Tunisia,c03,Wood fuel,,,tC/m3,0.314739164814815,cf_wdensity,carbon conversion factor per air dry volumen,
223,Turkey,c03,Wood fuel,,,tC/m3,0.251909744444445,cf_wdensity,carbon conversion factor per air dry volumen,
224,Turks and Caicos Islands,c03,Wood fuel,,,tC/m3,0.29230775,cf_wdensity,carbon conversion factor per air dry volumen,
225,United Arab Emirates,c03,Wood fuel,,,tC/m3,0.4,cf_wdensity,carbon conversion factor per air dry volumen,
226,Uganda,c03,Wood fuel,,,tC/m3,0.314739164814815,cf_wdensity,carbon conversion factor per air dry volumen,
227,Tuvalu,c03,Wood fuel,,,tC/m3,0.314739164814815,cf_wdensity,carbon conversion factor per air dry volumen,
228,USSR,c03,Wood fuel,,,tC/m3,0.4,cf_wdensity,carbon conversion factor per air dry volumen,
229,United Kingdom,c03,Wood fuel,,,tC/m3,0.231,cf_wdensity,carbon conversion factor per air dry volumen,
230,Ukraine,c03,Wood fuel,,,tC/m3,0.251909744444445,cf_wdensity,carbon conversion factor per air dry volumen,
231,United States of America,c03,Wood fuel,,,tC/m3,0.314739164814815,cf_wdensity,carbon conversion factor per air dry volumen,
233,Burkina Faso,c03,Wood fuel,,,tC/m3,0.314739164814815,cf_wdensity,carbon conversion factor per air dry volumen,
234,Uruguay,c03,Wood fuel,,,tC/m3,0.324305,cf_wdensity,carbon conversion factor per air dry volumen,
235,Uzbekistan,c03,Wood fuel,,,tC/m3,0.4,cf_wdensity,carbon conversion factor per air dry volumen,
236,Venezuela (Bolivarian Republic of),c03,Wood fuel,,,tC/m3,0.29230775,cf_wdensity,carbon conversion factor per air dry volumen,
237,Viet Nam,c03,Wood fuel,,,tC/m3,0.4,cf_wdensity,carbon conversion factor per air dry volumen,
238,Ethiopia,c03,Wood fuel,,,tC/m3,0.314739164814815,cf_wdensity,carbon conversion factor per air dry volumen,
239,British Virgin Islands,c03,Wood fuel,,,tC/m3,0.29230775,cf_wdensity,carbon conversion factor per air dry volumen,
242,Wake Island,c03,Wood fuel,,,tC/m3,0.314739164814815,cf_wdensity,carbon conversion factor per air dry volumen,
243,Wallis and Futuna Islands,c03,Wood fuel,,,tC/m3,0.314739164814815,cf_wdensity,carbon conversion factor per air dry volumen,
244,Samoa,c03,Wood fuel,,,tC/m3,0.314739164814815,cf_wdensity,carbon conversion factor per air dry volumen,
248,Yugoslav SFR,c03,Wood fuel,,,tC/m3,0.251909744444445,cf_wdensity,carbon conversion factor per air dry volumen,
249,Yemen,c03,Wood fuel,,,tC/m3,0.4,cf_wdensity,carbon conversion factor per air dry volumen,
250,Democratic Republic of the Congo,c03,Wood fuel,,,tC/m3,0.314739164814815,cf_wdensity,carbon conversion factor per air dry volumen,
251,Zambia,c03,Wood fuel,,,tC/m3,0.314739164814815,cf_wdensity,carbon conversion factor per air dry volumen,
252,Unspecified Area,c03,Wood fuel,,,tC/m3,0.314739164814815,cf_wdensity,carbon conversion factor per air dry volumen,
254,Others (adjustment),c03,Wood fuel,,,tC/m3,0.314739164814815,cf_wdensity,carbon conversion factor per air dry volumen,
255,Belgium,c03,Wood fuel,,,tC/m3,0.251909744444445,cf_wdensity,carbon conversion factor per air dry volumen,
256,Luxembourg,c03,Wood fuel,,,tC/m3,0.251909744444445,cf_wdensity,carbon conversion factor per air dry volumen,
258,Anguilla,c03,Wood fuel,,,tC/m3,0.29230775,cf_wdensity,carbon conversion factor per air dry volumen,
270,Mayotte,c03,Wood fuel,,,tC/m3,0.314739164814815,cf_wdensity,carbon conversion factor per air dry volumen,
272,Serbia,c03,Wood fuel,,,tC/m3,0.251909744444445,cf_wdensity,carbon conversion factor per air dry volumen,
273,Montenegro,c03,Wood fuel,,,tC/m3,0.251909744444445,cf_wdensity,carbon conversion factor per air dry volumen,
276,Sudan,c03,Wood fuel,,,tC/m3,0.314739164814815,cf_wdensity,carbon conversion factor per air dry volumen,
277,South Sudan,c03,Wood fuel,,,tC/m3,0.314739164814815,cf_wdensity,carbon conversion factor per air dry volumen,
279,Curaçao,c03,Wood fuel,,,tC/m3,0.29230775,cf_wdensity,carbon conversion factor per air dry volumen,
281,Saint-Martin (French Part),c03,Wood fuel,,,tC/m3,0.29230775,cf_wdensity,carbon conversion factor per air dry volumen,
299,Palestine,c03,Wood fuel,,,tC/m3,0.4,cf_wdensity,carbon conversion factor per air dry volumen,
999,RoW,c03,Wood fuel,,,tC/m3,0.314739164814815,cf_wdensity,carbon conversion factor per air dry volumen,
1,Armenia,c04,"Sawnwood, coniferous","","",tC/m3,0.252727272727273,cf_wdensity,carbon conversion factor per air dry volumen,Own calculation
2,Afghanistan,c04,"Sawnwood, coniferous","","",tC/m3,0.252727272727273,cf_wdensity,carbon conversion factor per air dry volumen,Own calculation
3,Albania,c04,"Sawnwood, coniferous","","",tC/m3,0.235779220779221,cf_wdensity,carbon conversion factor per air dry volumen,Own calculation
4,Algeria,c04,"Sawnwood, coniferous","","",tC/m3,0.195454545454546,cf_wdensity,carbon conversion factor per air dry volumen,Own calculation
5,American Samoa,c04,"Sawnwood, coniferous","","",tC/m3,0.231792207792208,cf_wdensity,carbon conversion factor per air dry volumen,Own calculation
6,Andorra,c04,"Sawnwood, coniferous","","",tC/m3,0.235779220779221,cf_wdensity,carbon conversion factor per air dry volumen,Own calculation
7,Angola,c04,"Sawnwood, coniferous","","",tC/m3,0.195454545454546,cf_wdensity,carbon conversion factor per air dry volumen,Own calculation
8,Antigua and Barbuda,c04,"Sawnwood, coniferous","","",tC/m3,0.210909090909091,cf_wdensity,carbon conversion factor per air dry volumen,Own calculation
9,Argentina,c04,"Sawnwood, coniferous","","",tC/m3,0.210909090909091,cf_wdensity,carbon conversion factor per air dry volumen,Own calculation
10,Australia,c04,"Sawnwood, coniferous","","",tC/m3,0.231792207792208,cf_wdensity,carbon conversion factor per air dry volumen,Own calculation
11,Austria,c04,"Sawnwood, coniferous","","",tC/m3,0.235779220779221,cf_wdensity,carbon conversion factor per air dry volumen,Own calculation
12,Bahamas,c04,"Sawnwood, coniferous","","",tC/m3,0.210909090909091,cf_wdensity,carbon conversion factor per air dry volumen,Own calculation
13,Bahrain,c04,"Sawnwood, coniferous","","",tC/m3,0.252727272727273,cf_wdensity,carbon conversion factor per air dry volumen,Own calculation
14,Barbados,c04,"Sawnwood, coniferous","","",tC/m3,0.210909090909091,cf_wdensity,carbon conversion factor per air dry volumen,Own calculation
15,Belgium-Luxembourg,c04,"Sawnwood, coniferous","","",tC/m3,0.235779220779221,cf_wdensity,carbon conversion factor per air dry volumen,Own calculation
16,Bangladesh,c04,"Sawnwood, coniferous","","",tC/m3,0.252727272727273,cf_wdensity,carbon conversion factor per air dry volumen,Own calculation
17,Bermuda,c04,"Sawnwood, coniferous","","",tC/m3,0.210909090909091,cf_wdensity,carbon conversion factor per air dry volumen,Own calculation
18,Bhutan,c04,"Sawnwood, coniferous","","",tC/m3,0.252727272727273,cf_wdensity,carbon conversion factor per air dry volumen,Own calculation
19,Bolivia (Plurinational State of),c04,"Sawnwood, coniferous","","",tC/m3,0.210909090909091,cf_wdensity,carbon conversion factor per air dry volumen,Own calculation
20,Botswana,c04,"Sawnwood, coniferous","","",tC/m3,0.195454545454546,cf_wdensity,carbon conversion factor per air dry volumen,Own calculation
21,Brazil,c04,"Sawnwood, coniferous","","",tC/m3,0.190909090909091,cf_wdensity,carbon conversion factor per air dry volumen,Own calculation
22,Aruba,c04,"Sawnwood, coniferous","","",tC/m3,0.210909090909091,cf_wdensity,carbon conversion factor per air dry volumen,Own calculation
23,Belize,c04,"Sawnwood, coniferous","","",tC/m3,0.210909090909091,cf_wdensity,carbon conversion factor per air dry volumen,Own calculation
24,British Indian Ocean Territory,c04,"Sawnwood, coniferous","","",tC/m3,0.252727272727273,cf_wdensity,carbon conversion factor per air dry volumen,Own calculation
25,Solomon Islands,c04,"Sawnwood, coniferous","","",tC/m3,0.231792207792208,cf_wdensity,carbon conversion factor per air dry volumen,Own calculation
26,Brunei Darussalam,c04,"Sawnwood, coniferous","","",tC/m3,0.252727272727273,cf_wdensity,carbon conversion factor per air dry volumen,Own calculation
27,Bulgaria,c04,"Sawnwood, coniferous","","",tC/m3,0.235779220779221,cf_wdensity,carbon conversion factor per air dry volumen,Own calculation
28,Myanmar,c04,"Sawnwood, coniferous","","",tC/m3,0.252727272727273,cf_wdensity,carbon conversion factor per air dry volumen,Own calculation
29,Burundi,c04,"Sawnwood, coniferous","","",tC/m3,0.195454545454546,cf_wdensity,carbon conversion factor per air dry volumen,Own calculation
32,Cameroon,c04,"Sawnwood, coniferous","","",tC/m3,0.195454545454546,cf_wdensity,carbon conversion factor per air dry volumen,Own calculation
33,Canada,c04,"Sawnwood, coniferous","","",tC/m3,0.264090909090909,cf_wdensity,carbon conversion factor per air dry volumen,Own calculation
35,Cabo Verde,c04,"Sawnwood, coniferous","","",tC/m3,0.195454545454546,cf_wdensity,carbon conversion factor per air dry volumen,Own calculation
36,Cayman Islands,c04,"Sawnwood, coniferous","","",tC/m3,0.210909090909091,cf_wdensity,carbon conversion factor per air dry volumen,Own calculation
37,Central African Republic,c04,"Sawnwood, coniferous","","",tC/m3,0.195454545454546,cf_wdensity,carbon conversion factor per air dry volumen,Own calculation
38,Sri Lanka,c04,"Sawnwood, coniferous","","",tC/m3,0.252727272727273,cf_wdensity,carbon conversion factor per air dry volumen,Own calculation
39,Chad,c04,"Sawnwood, coniferous","","",tC/m3,0.195454545454546,cf_wdensity,carbon conversion factor per air dry volumen,Own calculation
40,Chile,c04,"Sawnwood, coniferous","","",tC/m3,0.230909090909091,cf_wdensity,carbon conversion factor per air dry volumen,Own calculation
41,"China, mainland",c04,"Sawnwood, coniferous","","",tC/m3,0.269090909090909,cf_wdensity,carbon conversion factor per air dry volumen,Own calculation
42,Christmas Island,c04,"Sawnwood, coniferous","","",tC/m3,0.231792207792208,cf_wdensity,carbon conversion factor per air dry volumen,Own calculation
43,Cocos (Keeling) Islands,c04,"Sawnwood, coniferous","","",tC/m3,0.231792207792208,cf_wdensity,carbon conversion factor per air dry volumen,Own calculation
44,Colombia,c04,"Sawnwood, coniferous","","",tC/m3,0.210909090909091,cf_wdensity,carbon conversion factor per air dry volumen,Own calculation
45,Comoros,c04,"Sawnwood, coniferous","","",tC/m3,0.195454545454546,cf_wdensity,carbon conversion factor per air dry volumen,Own calculation
46,Congo,c04,"Sawnwood, coniferous","","",tC/m3,0.195454545454546,cf_wdensity,carbon conversion factor per air dry volumen,Own calculation
47,Cook Islands,c04,"Sawnwood, coniferous","","",tC/m3,0.231792207792208,cf_wdensity,carbon conversion factor per air dry volumen,Own calculation
48,Costa Rica,c04,"Sawnwood, coniferous","","",tC/m3,0.210909090909091,cf_wdensity,carbon conversion factor per air dry volumen,Own calculation
49,Cuba,c04,"Sawnwood, coniferous","","",tC/m3,0.210909090909091,cf_wdensity,carbon conversion factor per air dry volumen,Own calculation
50,Cyprus,c04,"Sawnwood, coniferous","","",tC/m3,0.235779220779221,cf_wdensity,carbon conversion factor per air dry volumen,Own calculation
51,Czechoslovakia,c04,"Sawnwood, coniferous","","",tC/m3,0.235779220779221,cf_wdensity,carbon conversion factor per air dry volumen,Own calculation
52,Azerbaijan,c04,"Sawnwood, coniferous","","",tC/m3,0.252727272727273,cf_wdensity,carbon conversion factor per air dry volumen,Own calculation
53,Benin,c04,"Sawnwood, coniferous","","",tC/m3,0.195454545454546,cf_wdensity,carbon conversion factor per air dry volumen,Own calculation
54,Denmark,c04,"Sawnwood, coniferous","","",tC/m3,0.235779220779221,cf_wdensity,carbon conversion factor per air dry volumen,Own calculation
55,Dominica,c04,"Sawnwood, coniferous","","",tC/m3,0.210909090909091,cf_wdensity,carbon conversion factor per air dry volumen,Own calculation
56,Dominican Republic,c04,"Sawnwood, coniferous","","",tC/m3,0.210909090909091,cf_wdensity,carbon conversion factor per air dry volumen,Own calculation
57,Belarus,c04,"Sawnwood, coniferous","","",tC/m3,0.235779220779221,cf_wdensity,carbon conversion factor per air dry volumen,Own calculation
58,Ecuador,c04,"Sawnwood, coniferous","","",tC/m3,0.210909090909091,cf_wdensity,carbon conversion factor per air dry volumen,Own calculation
59,Egypt,c04,"Sawnwood, coniferous","","",tC/m3,0.195454545454546,cf_wdensity,carbon conversion factor per air dry volumen,Own calculation
60,El Salvador,c04,"Sawnwood, coniferous","","",tC/m3,0.210909090909091,cf_wdensity,carbon conversion factor per air dry volumen,Own calculation
61,Equatorial Guinea,c04,"Sawnwood, coniferous","","",tC/m3,0.195454545454546,cf_wdensity,carbon conversion factor per air dry volumen,Own calculation
63,Estonia,c04,"Sawnwood, coniferous","","",tC/m3,0.235779220779221,cf_wdensity,carbon conversion factor per air dry volumen,Own calculation
64,Faroe Islands,c04,"Sawnwood, coniferous","","",tC/m3,0.235779220779221,cf_wdensity,carbon conversion factor per air dry volumen,Own calculation
65,Falkland Islands (Malvinas),c04,"Sawnwood, coniferous","","",tC/m3,0.210909090909091,cf_wdensity,carbon conversion factor per air dry volumen,Own calculation
66,Fiji,c04,"Sawnwood, coniferous","","",tC/m3,0.231792207792208,cf_wdensity,carbon conversion factor per air dry volumen,Own calculation
67,Finland,c04,"Sawnwood, coniferous","","",tC/m3,0.235779220779221,cf_wdensity,carbon conversion factor per air dry volumen,Own calculation
68,France,c04,"Sawnwood, coniferous","","",tC/m3,0.235779220779221,cf_wdensity,carbon conversion factor per air dry volumen,Own calculation
69,French Guyana,c04,"Sawnwood, coniferous","","",tC/m3,0.210909090909091,cf_wdensity,carbon conversion factor per air dry volumen,Own calculation
70,French Polynesia,c04,"Sawnwood, coniferous","","",tC/m3,0.231792207792208,cf_wdensity,carbon conversion factor per air dry volumen,Own calculation
71,French Southern and Antarctic Territories,c04,"Sawnwood, coniferous","","",tC/m3,0.231792207792208,cf_wdensity,carbon conversion factor per air dry volumen,Own calculation
72,Djibouti,c04,"Sawnwood, coniferous","","",tC/m3,0.195454545454546,cf_wdensity,carbon conversion factor per air dry volumen,Own calculation
73,Georgia,c04,"Sawnwood, coniferous","","",tC/m3,0.252727272727273,cf_wdensity,carbon conversion factor per air dry volumen,Own calculation
74,Gabon,c04,"Sawnwood, coniferous","","",tC/m3,0.195454545454546,cf_wdensity,carbon conversion factor per air dry volumen,Own calculation
75,Gambia,c04,"Sawnwood, coniferous","","",tC/m3,0.195454545454546,cf_wdensity,carbon conversion factor per air dry volumen,Own calculation
79,Germany,c04,"Sawnwood, coniferous","","",tC/m3,0.235779220779221,cf_wdensity,carbon conversion factor per air dry volumen,Own calculation
80,Bosnia and Herzegovina,c04,"Sawnwood, coniferous","","",tC/m3,0.235779220779221,cf_wdensity,carbon conversion factor per air dry volumen,Own calculation
81,Ghana,c04,"Sawnwood, coniferous","","",tC/m3,0.195454545454546,cf_wdensity,carbon conversion factor per air dry volumen,Own calculation
82,Gibraltar,c04,"Sawnwood, coniferous","","",tC/m3,0.235779220779221,cf_wdensity,carbon conversion factor per air dry volumen,Own calculation
83,Kiribati,c04,"Sawnwood, coniferous","","",tC/m3,0.231792207792208,cf_wdensity,carbon conversion factor per air dry volumen,Own calculation
84,Greece,c04,"Sawnwood, coniferous","","",tC/m3,0.235779220779221,cf_wdensity,carbon conversion factor per air dry volumen,Own calculation
85,Greenland,c04,"Sawnwood, coniferous","","",tC/m3,0.235779220779221,cf_wdensity,carbon conversion factor per air dry volumen,Own calculation
86,Grenada,c04,"Sawnwood, coniferous","","",tC/m3,0.210909090909091,cf_wdensity,carbon conversion factor per air dry volumen,Own calculation
87,Guadeloupe,c04,"Sawnwood, coniferous","","",tC/m3,0.210909090909091,cf_wdensity,carbon conversion factor per air dry volumen,Own calculation
88,Guam,c04,"Sawnwood, coniferous","","",tC/m3,0.231792207792208,cf_wdensity,carbon conversion factor per air dry volumen,Own calculation
89,Guatemala,c04,"Sawnwood, coniferous","","",tC/m3,0.210909090909091,cf_wdensity,carbon conversion factor per air dry volumen,Own calculation
90,Guinea,c04,"Sawnwood, coniferous","","",tC/m3,0.195454545454546,cf_wdensity,carbon conversion factor per air dry volumen,Own calculation
91,Guyana,c04,"Sawnwood, coniferous","","",tC/m3,0.210909090909091,cf_wdensity,carbon conversion factor per air dry volumen,Own calculation
93,Haiti,c04,"Sawnwood, coniferous","","",tC/m3,0.210909090909091,cf_wdensity,carbon conversion factor per air dry volumen,Own calculation
94,Holy See,c04,"Sawnwood, coniferous","","",tC/m3,0.235779220779221,cf_wdensity,carbon conversion factor per air dry volumen,Own calculation
95,Honduras,c04,"Sawnwood, coniferous","","",tC/m3,0.210909090909091,cf_wdensity,carbon conversion factor per air dry volumen,Own calculation
96,"China, Hong Kong SAR",c04,"Sawnwood, coniferous","","",tC/m3,0.252727272727273,cf_wdensity,carbon conversion factor per air dry volumen,Own calculation
97,Hungary,c04,"Sawnwood, coniferous","","",tC/m3,0.235779220779221,cf_wdensity,carbon conversion factor per air dry volumen,Own calculation
98,Croatia,c04,"Sawnwood, coniferous","","",tC/m3,0.235779220779221,cf_wdensity,carbon conversion factor per air dry volumen,Own calculation
99,Iceland,c04,"Sawnwood, coniferous","","",tC/m3,0.235779220779221,cf_wdensity,carbon conversion factor per air dry volumen,Own calculation
100,India,c04,"Sawnwood, coniferous","","",tC/m3,0.252727272727273,cf_wdensity,carbon conversion factor per air dry volumen,Own calculation
101,Indonesia,c04,"Sawnwood, coniferous","","",tC/m3,0.236363636363637,cf_wdensity,carbon conversion factor per air dry volumen,Own calculation
102,Iran (Islamic Republic of),c04,"Sawnwood, coniferous","","",tC/m3,0.252727272727273,cf_wdensity,carbon conversion factor per air dry volumen,Own calculation
103,Iraq,c04,"Sawnwood, coniferous","","",tC/m3,0.252727272727273,cf_wdensity,carbon conversion factor per air dry volumen,Own calculation
104,Ireland,c04,"Sawnwood, coniferous","","",tC/m3,0.188636363636364,cf_wdensity,carbon conversion factor per air dry volumen,Own calculation
105,Israel,c04,"Sawnwood, coniferous","","",tC/m3,0.252727272727273,cf_wdensity,carbon conversion factor per air dry volumen,Own calculation
106,Italy,c04,"Sawnwood, coniferous","","",tC/m3,0.235779220779221,cf_wdensity,carbon conversion factor per air dry volumen,Own calculation
107,Cote d'Ivoire,c04,"Sawnwood, coniferous","","",tC/m3,0.195454545454546,cf_wdensity,carbon conversion factor per air dry volumen,Own calculation
108,Kazakhstan,c04,"Sawnwood, coniferous","","",tC/m3,0.252727272727273,cf_wdensity,carbon conversion factor per air dry volumen,Own calculation
109,Jamaica,c04,"Sawnwood, coniferous","","",tC/m3,0.210909090909091,cf_wdensity,carbon conversion factor per air dry volumen,Own calculation
110,Japan,c04,"Sawnwood, coniferous","","",tC/m3,0.252727272727273,cf_wdensity,carbon conversion factor per air dry volumen,Own calculation
112,Jordan,c04,"Sawnwood, coniferous","","",tC/m3,0.252727272727273,cf_wdensity,carbon conversion factor per air dry volumen,Own calculation
